RBD,NOM_RBD,NOM_COM_RBD,lon,lat,Zona
2417,ESCUELA CERRILLOS,DO�IHUE,-70.9794742,-34.2366312,Zona Central
2419,COLEGIO JULIO SILVA LAZO,DO�IHUE,-70.9503991,-34.2168287,Zona Central
2420,ESCUELA PLAZUELA,DO�IHUE,-70.9092668,-34.1921157,Zona Central
2422,LICEO FRANCISCO ANTONIO ENCINA ARMANET,LAS CABRAS,-71.308308,-34.2936211,Zona Central
2423,ESCUELA BASICA ROMILIO ARELLANO TRONCOSO,LAS CABRAS,-71.3060278,-34.2895725,Zona Central
2424,ESCUELA OSVALDO CORREA FUENZALIDA,LAS CABRAS,-71.27685,-34.2075359,Zona Central
2425,ESCUELA MUNICIPAL DE LOS AROMOS,LAS CABRAS,-71.3668685,-34.1788481,Zona Central
2426,ESC. CONTRAMAESTRE CONSTANTINO MICALVI,LAS CABRAS,-71.4013493,-34.1782628,Zona Central
2427,ESCUELA MUNICIPAL MAESTRO JORGE LOPEZ OSORIO,LAS CABRAS,-71.3829181,-34.2570048,Zona Central
2428,ESCUELA REPUBLICA DE GRECIA,LAS CABRAS,-71.4399444,-34.2205224,Zona Central
2429,COLEGIO INES DE SUAREZ,LAS CABRAS,-71.3739761,-34.0935462,Zona Central
2432,ESCUELA MUNICIPAL VILMA ALIAGA CALDERON,LAS CABRAS,-71.3251197,-34.1689932,Zona Central
2436,ESCUELA MUNICIPAL DE SANTA EUGENIA,LAS CABRAS,-71.3136817,-34.2091692,Zona Central
2437,ESCUELA TENIENTE HERNAN MERINO CORREA,LAS CABRAS,-71.4464364,-34.1570574,Zona Central
2438,ESCUELA MUNICIPAL DE LOS QUILLAYES,LAS CABRAS,-71.3060278,-34.2895725,Zona Central
2439,ESCUELA MUNICIPAL DE PALMERIA,LAS CABRAS,-71.3060278,-34.2895725,Zona Central
2440,ESCUELA MUNICIPAL DE VALDEBENITO,LAS CABRAS,-71.3060278,-34.2895725,Zona Central
2442,LICEO TECNICO FELISA CLARA TOLUP ZEIMAN,SAN FERNANDO,-70.9855353,-34.5894587,Zona Central
2443,LICEO INDUSTRIAL DE SAN FERNANDO,SAN FERNANDO,-70.9853441,-34.5817835,Zona Central
2444,INSTITUTO COMERCIAL ALBERTO VALENZUELA LLANOS DE SAN FERNANDO,SAN FERNANDO,-70.9890309,-34.5771117,Zona Central
2447,LICEO DE HOMBRES NEANDRO SCHILLING,SAN FERNANDO,-70.9885926,-34.583394,Zona Central
2448,LICEO EDUARDO CHARME,SAN FERNANDO,-70.9901708,-34.5826855,Zona Central
2453,LICEO JOS� GREGORIO ARGOMEDO,SAN FERNANDO,-70.9883218,-34.577759,Zona Central
2454,SAN FERNANDO COLLEGE,SAN FERNANDO,-70.9873668,-34.5820264,Zona Central
2455,COLEGIO INMACULADA CONCEPCION,SAN FERNANDO,-70.9888361,-34.5802581,Zona Central
2456,ESCUELA OLEGARIO LAZO BAEZA,SAN FERNANDO,-70.986844,-34.5917967,Zona Central
2457,ESCUELA BASICA ISABEL LA CATOLICA,SAN FERNANDO,-71.0243971,-34.5827363,Zona Central
2458,ESCUELA JORGE MUNOZ SILVA,SAN FERNANDO,-70.9869793,-34.5848936,Zona Central
2459,COLEGIO GIUSEPPE BERTOLUZZI DE FELIP,SAN FERNANDO,-70.9699405,-34.5977443,Zona Central
2460,ESCUELA MARIA LUISA BOUCHON,SAN FERNANDO,-70.9932853,-34.5844218,Zona Central
2461,ESCUELA VILLA CENTINELA,SAN FERNANDO,-70.9943183,-34.575065,Zona Central
2462,ESCUELA WASHINGTON OMAR VENEGAS,SAN FERNANDO,-118.4428079,34.2728671,Norte Grande
2464,ESCUELA JOSE DE SAN MARTIN,SAN FERNANDO,-70.9799052,-34.5947977,Zona Central
2465,ESCUELA CONCENTRAC. RURAL SERGIO VERDUGO HERRERA,SAN FERNANDO,-70.8707252,-34.6864465,Zona Central
2467,ESCUELA BAS.ABEL BOUCHON FAURE,SAN FERNANDO,-70.9932853,-34.5844218,Zona Central
2469,ESCUELA ABRAHAM LINCOLN DE AGUA BUENA,SAN FERNANDO,-70.8505697,-34.6511178,Zona Central
2470,ESCUELA BAS.SAN JOSE DE LOS LINGUES,SAN FERNANDO,-70.9137737,-34.5621421,Zona Central
2471,ESCUELA BERNARDO MORENO FREDES,SAN FERNANDO,-70.9422918,-34.5323111,Zona Central
2475,ESCUELA LOS MAQUIS,MALLOA,-70.8280211,-34.4867076,Zona Central
2476,ESCUELA BASICA GASPAR MARIN,SAN FERNANDO,-70.924251,-34.6084155,Zona Central
2482,FUNDACION EDUCACIONAL INSTITUTO SAN FERNANDO,SAN FERNANDO,-70.989906,-34.5974757,Zona Central
2485,LICEO AGRICOLA EL CARMEN,SAN FERNANDO,-70.9781267,-34.6070351,Zona Central
2486,LICEO MUNICIPAL COMPLEJO EDUC. CHIMBARONGO,CHIMBARONGO,-71.0400277,-34.7083489,Zona Central
2487,ESCUELA BAS.FERNANDO ARENAS  ALMARZA,CHIMBARONGO,-71.0451766,-34.7138607,Zona Central
2488,ESCUELA MUNICIPAL,CHIMBARONGO,-71.033539,-34.6949253,Zona Central
2489,ESCUELA BAS. VILLA CONVENTO VIEJO,CHIMBARONGO,-71.0539142,-34.7200166,Zona Central
2490,ESCUELA MUNICIPAL,CHIMBARONGO,-71.033539,-34.6949253,Zona Central
2491,ESCUELA MUNICIPAL,CHIMBARONGO,-71.033539,-34.6949253,Zona Central
2492,ESCUELA MUNICIPAL,CHIMBARONGO,-71.033539,-34.6949253,Zona Central
2493,ESCUELA BAS. JOSE MIGUEL CARRERA VERDUGO,CHIMBARONGO,-71.002091,-34.8206179,Zona Central
2494,ESCUELA MUNICIPAL,CHIMBARONGO,-71.033539,-34.6949253,Zona Central
2495,ESCUELA MUNICIPAL,CHIMBARONGO,-71.033539,-34.6949253,Zona Central
2496,ESCUELA MUNICIPAL,CHIMBARONGO,-71.033539,-34.6949253,Zona Central
2498,ESCUELA MUNICIPAL,CHIMBARONGO,-71.033539,-34.6949253,Zona Central
2500,ESCUELA MUNICIPAL,CHIMBARONGO,-71.033539,-34.6949253,Zona Central
2501,ESCUELA BAS. PEDRO ETCHEVERRY,CHIMBARONGO,-71.0433523,-34.7143378,Zona Central
2505,ESCUELA MUNICIPAL,CHIMBARONGO,-71.033539,-34.6949253,Zona Central
2506,ESCUELA MUNICIPAL,CHIMBARONGO,-71.033539,-34.6949253,Zona Central
2507,ESCUELA MUNICIPAL,CHIMBARONGO,-71.033539,-34.6949253,Zona Central
2508,ESCUELA MUNICIPAL,CHIMBARONGO,-71.033539,-34.6949253,Zona Central
2509,ESCUELA MUNICIPAL,CHIMBARONGO,-71.033539,-34.6949253,Zona Central
2513,ESCUELA MUNICIPAL,CHIMBARONGO,-71.033539,-34.6949253,Zona Central
2514,ESCUELA AGRICOLA LAS GARZAS,CHIMBARONGO,-70.9975967,-34.6761283,Zona Central
2517,ESCUELA PARTICULAR MELECIA TOCORNAL,CHIMBARONGO,-70.9772661,-34.735304,Zona Central
2518,LICEO SAN FRANCISCO,PLACILLA,-71.119175,-34.6379778,Zona Central
2519,ESCUELA BASICA RAUL CACERES PACHECO,PLACILLA,-70.982735,-34.585699,Zona Central
2520,ESCUELA MUNICIPAL LA DEHESA,PLACILLA,-71.1148805,-34.6549731,Zona Central
2521,ESCUELA MUNICIPAL LA TUNA,PLACILLA,-71.0935075,-34.6438451,Zona Central
2522,ESCUELA MUNICIPAL SN LUIS DE MANANTIALES,PLACILLA,-71.0695965,-34.6142372,Zona Central
2523,ESCUELA EL AMANECER,PLACILLA,-71.0946945,-34.5957101,Zona Central
2524,ESCUELA DANY GERMAN GONZALEZ SOTO,PLACILLA,-71.1108273,-34.6337953,Zona Central
2525,COLEGIO BASICO CONSOLIDADO,NANCAGUA,-71.204592,-34.6503144,Zona Central
2526,ESCUELA BAS. IGNACIO CARRERA PINTO,NANCAGUA,-71.1807757,-34.6724802,Zona Central
2527,ESCUELA B�SICA PUQUILLAY,NANCAGUA,-71.1981386,-34.6839959,Zona Central
2528,ESCUELA BAS. ADRIANA LYON VIAL,NANCAGUA,-71.1695141,-34.6510999,Zona Central
2529,ESCUELA MUNICIPAL YAQUIL,NANCAGUA,-71.1787903,-34.6231626,Zona Central
2530,LICEO MUNICIPAL JUAN PABLO II,NANCAGUA,-71.1991364,-34.6497804,Zona Central
2531,COLEGIO PARTICULAR EL PRINCIPITO,NANCAGUA,-71.1979076,-34.648979,Zona Central
2532,COLEGIO LIBERTADOR O�HIGGINS DE CHEPICA,CHEPICA,-71.2737452,-34.7267246,Zona Central
2534,ESCUELA EUGENIO RUIZ-TAGLE MONTES,CHEPICA,-71.2785119,-34.7290264,Zona Central
2535,COLEGIO MUNICIPAL LAS ALAMEDAS,CHEPICA,-71.2993853,-34.7788295,Zona Central
2536,COLEGIO MUNICIPAL EMILIA SALINAS DIAZ,CHEPICA,-71.2737452,-34.7267246,Zona Central
2537,ESCUELA LUIS ATHAS,CHEPICA,-71.1941575,-34.7656414,Zona Central
2538,ESCUELA LINDORFO MONTERO FUENZALIDA,CHEPICA,-71.1901825,-34.7467497,Zona Central
2539,ESCUELA LUIS ARTURO ZUNIGA FUENTES,CHEPICA,-71.2377091,-34.7497447,Zona Central
2540,ESCUELA MARIA MARTA DEL REAL CORREA,CHEPICA,-71.2842111,-34.6984589,Zona Central
2541,ESCUELA HECTOR RODOLFO CASTILLO MORENO,CHEPICA,-71.2662614,-34.7724997,Zona Central
2542,ESCUELA LUZ MARIA CRESPO URETA DE KERESTEGIAN,CHEPICA,-71.2329788,-34.7112083,Zona Central
2543,ESCUELA CARLOS DONOSO REBOLLEDO,CHEPICA,-71.2466524,-34.8029087,Zona Central
2544,COLEGIO CRUZ MARIA,CHEPICA,-71.2329788,-34.7112083,Zona Central
2545,ESCUELA GABRIELA MISTRAL,CHEPICA,-71.2045966,-34.720389,Zona Central
2546,ESCUELA NUESTRA SE�ORA DE LA CANDELARIA 1,CHEPICA,-71.2785119,-34.7290264,Zona Central
2548,ESCUELA ESTRELLA DE DAVID,CHEPICA,-71.4318157,-34.8033092,Zona Central
2549,ESCUELA DE ADULTOS,SANTA CRUZ,-63.1785418,-17.7665273,Norte Grande
2551,LICEO MUNICIPAL DE SANTA CRUZ,SANTA CRUZ,-71.3617996,-34.6388415,Zona Central
2552,INSTITUTO POLITECNICO,SANTA CRUZ,-71.3660388,-34.6322418,Zona Central
2553,ESCUELA MUNICIPAL DE SANTA CRUZ,SANTA CRUZ,-63.1731221,-17.8170644,Norte Grande
2555,ESCUELA MARIA  ARAYA VALDES,SANTA CRUZ,-71.3640732,-34.6458948,Zona Central
2556,ESCUELA MUNICIPAL DE PANIAHUE,SANTA CRUZ,-71.353224,-34.6260368,Zona Central
2557,ESCUELA GRANJA ADEODATO GARCIA VALENZUELA,SANTA CRUZ,-16.2676483,28.4632514,Norte Grande
2558,ESCUELA LA FINCA,SANTA CRUZ,-70.9179229,-33.0900907,Zona Central
2559,ESCUELA MUNICIPAL DE BARREALES,SANTA CRUZ,-71.3717014,-34.6393771,Zona Central
2560,ESC. MUNICIPAL LA LAJUELA,SANTA CRUZ,-71.4135363,-34.6592695,Zona Central
2561,ESCUELA MUNICIPAL DE QUINAHUE,SANTA CRUZ,-71.3717014,-34.6393771,Zona Central
2562,ESCUELA MUNICIPAL DE ISLA DE YAQUIL,SANTA CRUZ,-71.4308841,-34.5951183,Zona Central
2563,ESCUELA MUNICIPAL DE LA PATAGUA,SANTA CRUZ,-71.366409,-34.6956143,Zona Central
2565,ESCUELA MUNICIPAL DE MILLAHUE DE APALTA,SANTA CRUZ,-71.2693303,-34.6188684,Zona Central
2566,ESCUELA MUNICIPAL DE CUNACO,NANCAGUA,-71.2870774,-34.6526788,Zona Central
2568,ESCUELA MUNICIPAL DE PANAMA,SANTA CRUZ,-71.4498142,-34.713736,Zona Central
2570,ESCUELA MUNICIPAL DE LOS MAITENES,SANTA CRUZ,-71.4663742,-34.6781041,Zona Central
2572,ESCUELA MUNICIPAL DE RINCON DE YAQUIL,SANTA CRUZ,-71.3717014,-34.6393771,Zona Central
2575,ESCUELA MUNICIPAL,NANCAGUA,-71.1787903,-34.6231626,Zona Central
2576,ESCUELA MUNICIPAL DE GUINDO ALTO,SANTA CRUZ,-71.2971815,-34.6680752,Zona Central
2577,ESCUELA ANGEL ARRIGORRIAGA,SANTA CRUZ,-71.3099063,-34.676054,Zona Central
2579,INSTITUTO REGIONAL FEDERICO ERRAZURIZ,SANTA CRUZ,-71.3585173,-34.6365134,Zona Central
2580,LICEO MARIA AUXILIADORA,SANTA CRUZ,-71.3656398,-34.6418418,Zona Central
2583,LICEO DE LOLOL,LOLOL,-71.646089,-34.728542,Zona Central
2584,ESCUELA OCTAVIO MUJICA VALENZUELA,LOLOL,-71.6019442,-34.7104348,Zona Central
2590,ESCUELA MUNICIPAL RINCONADA DE QUIAHUE,LOLOL,-71.6581727,-34.8011403,Zona Central
2591,ESCUELA MUNICIPAL JUANA GONZALEZ,LOLOL,-71.6452075,-34.728699,Zona Central
2592,ESCUELA MUNICIPAL EDUVIGIS PANTOJA L,LOLOL,-71.646089,-34.728542,Zona Central
2594,ESCUELA BASICA  HUGO URZUA URZUA,LOLOL,-71.6981406,-34.8324235,Zona Central
2598,ESCUELA BASICA OLGA DE GOMEZ,LOLOL,-71.6289661,-34.8054359,Zona Central
2599,ESCUELA MUNICIPAL DE PUMANQUE,PUMANQUE,-71.6520693,-34.5992212,Zona Central
2601,ESCUELA MUNICIPAL DE NILAHUE CORNEJO,PUMANQUE,-71.7404866,-34.6600038,Zona Central
2603,ESCUELA MUNICIPAL DE MATA REDONDA,PUMANQUE,-71.6089658,-34.620304,Zona Central
2604,ESCUELA PENABLANCA,PUMANQUE,-71.6983169,-34.5202091,Zona Central
2607,ESCUELA MUNICIPAL DE RINCON LOS PERALES,PUMANQUE,-71.6046552,-34.6182681,Zona Central
2609,ESCUELA MUNICIPAL DE PALMILLA DE RETO,PUMANQUE,-71.6616934,-34.5536145,Zona Central
2611,ESCUELA MUNICIPAL DE PALMILLA,PALMILLA,-71.3603724,-34.5952831,Zona Central
2612,LICEO SAN JOSE DEL CARMEN,PALMILLA,-71.3725383,-34.5235482,Zona Central
2613,ESCUELA MUNICIPAL SANTA MATILDE,PALMILLA,-71.3224829,-34.4675849,Zona Central
2615,ESCUELA JORGE ERRAZURIZ ECHE�IQUE,PALMILLA,-71.3610965,-34.4939017,Zona Central
2621,ESCUELA REBECA CADIZ VALENZUELA,PALMILLA,-71.3640566,-34.5937016,Zona Central
2622,ESCUELA MUNICIPAL VALLE HERMOSO,PALMILLA,-71.3603724,-34.5952831,Zona Central
2624,ESCUELA MUNICIPAL LIHUEIMO,PALMILLA,-71.3603724,-34.5952831,Zona Central
2625,LICEO BICENTENARIO VICTOR JARA MARTINEZ,PERALILLO,-71.4801722,-34.4746075,Zona Central
2626,COLEGIO MANUEL RODRIGUEZ ERDOIZA,PERALILLO,-71.5465287,-34.4505898,Zona Central
2627,ESCUELA GUSTAVO RIVERA BUSTOS,PERALILLO,-71.3988577,-34.4645113,Zona Central
2629,ESCUELA MUNICIPAL SARA RAVELLO PARRAGUEZ,PERALILLO,-71.5648093,-34.5285982,Zona Central
2633,ESCUELA MARTA VALDES ECHE�IQUE,PERALILLO,-71.4325072,-34.4021465,Zona Central
2634,ESCUELA PABLO NERUDA,PERALILLO,-71.4755199,-34.479806,Zona Central
2635,LICEO AGUSTIN ROSS EDWARDS,PICHILEMU,-72.0023802,-34.3898541,Zona Central
2636,ESCUELA PUEBLO DE VIUDAS,PICHILEMU,-71.9956895,-34.4056812,Zona Central
2637,ESCUELA MUNICIPAL VILLA SAN PEDRO,PAREDONES,-71.786747,-39.2668183,Zona Sur
2639,ESCUELA ALTO RAMIREZ,PICHILEMU,-72.0113843,-34.4970468,Zona Central
2642,ESCUELA COGUIL,PICHILEMU,-71.8931747,-34.2305715,Zona Central
2643,ESCUELA PADRE ALBERTO HURTADO C.,PICHILEMU,-71.244148,-34.96713,Zona Central
2646,ESCUELA LA AGUADA,PICHILEMU,-71.7066274,-34.2446457,Zona Central
2647,ESCUELA RODEILLO,PICHILEMU,-72.0113843,-34.4970468,Zona Central
2650,ESCUELA CAHUIL,PICHILEMU,-72.0113847,-34.4821054,Zona Central
2652,ESCUELA CIRUELOS,PICHILEMU,-72.0113843,-34.4970468,Zona Central
2654,COLEGIO LIBERTADORES,PICHILEMU,-72.0190779,-34.3914534,Zona Central
2655,ESCUELA ESPINILLO,PICHILEMU,-72.0045511,-34.3916594,Zona Central
2656,COLEGIO DE LA PRECIOSA SANGRE,PICHILEMU,-72.0082742,-34.3897401,Zona Central
2657,LICEO MUNICIPAL PABLO NERUDA,NAVIDAD,-71.822338,-33.9596409,Zona Central
2658,COLEGIO MUNICIPAL DIVINA GABRIELA,NAVIDAD,-70.6762084,-33.4989499,Zona Central
2660,ESCUELA FRANCISCO CHAVEZ CIFUENTES,NAVIDAD,-71.7370722,-33.943504,Zona Central
2661,ESCUELA MUNICIPAL EL MANZANO,NAVIDAD,-71.822338,-33.9596409,Zona Central
2664,ESCUELA BASICA CONFEDERACION HELVETICA,NAVIDAD,-71.8537395,-34.0029704,Zona Central
2666,ESCUELA MUNICIPAL LA BOCA DE RAPEL,NAVIDAD,-71.8415452,-33.9266937,Zona Central
2673,ESCUELA MUNICIPAL PADRE ALBERTO HURTADO,NAVIDAD,-70.6019411,-33.5920258,Zona Central
2678,ESCUELA MUNICIPAL MARIA WILLIAMS,NAVIDAD,-95.4474993,46.3195419,Norte Grande
2681,LICEO EL ROSARIO DE LITUECHE,LITUECHE,-71.727085,-34.1165465,Zona Central
2682,ESCUELA MUNICIPAL QUELENTARO,LITUECHE,-71.5424702,-34.0259988,Zona Central
2685,ESCUELA MUNICIPAL MATANCILLA,LITUECHE,-71.5717472,-34.1330708,Zona Central
2686,ESCUELA MUNICIPAL PULIN,LITUECHE,-71.5717472,-34.1330708,Zona Central
2687,ESCUELA MUNICIPAL PASO DEL SOLDADO,LITUECHE,-71.727085,-34.1165465,Zona Central
2692,ESCUELA MUNICIPAL MANQUEHUA,LITUECHE,-71.725176,-34.117272,Zona Central
2694,ESCUELA PROF. MONICA SILVA GOMEZ,LA ESTRELLA,-71.6539186,-34.2098907,Zona Central
2698,ESCUELA MUNICIPAL GUADALAO,LA ESTRELLA,-71.6547276,-34.2051972,Zona Central
2700,ESCUELA MUNICIPAL LA AGUADA,LA ESTRELLA,-71.728303,-34.252873,Zona Central
2701,LICEO MUNICIPAL INSTITUTO CARDENAL CARO,MARCHIHUE,-71.6195264,-34.3971373,Zona Central
2702,ESCUELA MUNICIPAL LA QUEBRADA,MARCHIHUE,-71.6215715,-34.3984467,Zona Central
2703,ESCUELA MUNICIPAL EL SAUCE,MARCHIHUE,-71.6215715,-34.3984467,Zona Central
2704,ESCUELA MUNICIPAL EL PARQUE,MARCHIHUE,-71.6215715,-34.3984467,Zona Central
2705,ESCUELA TRINIDAD,MARCHIHUE,-71.6215715,-34.3984467,Zona Central
2706,ESCUELA MUNICIPAL LO MARCHANT,MARCHIHUE,-71.6215715,-34.3984467,Zona Central
2707,ESCUELA MUNICIPAL NOBELES DE CHILE,MARCHIHUE,-71.6215715,-34.3984467,Zona Central
2708,ESCUELA MUNICIPAL PAILIMO,MARCHIHUE,-71.7874179,-34.2926153,Zona Central
2711,ESCUELA MUNICIPAL SAN MIGUEL VILUCO,MARCHIHUE,-71.6228116,-34.2964266,Zona Central
2714,ESCUELA UNION DE MUJERES AMERICANAS,PAREDONES,-72.0365059,-34.6429402,Zona Central
2715,ESC.BASICA MERCEDES URZUA DIAZ,PAREDONES,-71.8990337,-34.6445147,Zona Central
2716,ESCUELA MUNICIPAL SAN PEDRO DE ALCANTARA,PAREDONES,-71.8720285,-34.7805451,Zona Central
2717,ESCUELA MUNICIPAL ALBERTINA VALENZUELA,PAREDONES,-110.9603621,29.0834761,Norte Grande
2721,ESCUELA SANTA ANA DE LA POBLACION,PAREDONES,-71.9001448,-34.6519651,Zona Central
2722,ESCUELA LOS COPIHUES DEL CALVARIO,PAREDONES,-70.5788318,-33.5627772,Zona Central
2723,ESCUELA MUNICIPAL LOS BRIONES,PAREDONES,-71.9001448,-34.6519651,Zona Central
2724,ESCUELA MUNICIPAL EL CARDAL,PAREDONES,-71.9067732,-34.6502057,Zona Central
2725,ESCUELA MUNICIPAL LO VALDIVIA,PAREDONES,-72.0127044,-34.6929633,Zona Central
2727,ESCUELA MUNICIPAL ESMERALDA,PAREDONES,-71.9001448,-34.6519651,Zona Central
2728,ESCUELA LAS CARMELITAS,PAREDONES,-71.8990337,-34.6445147,Zona Central
2731,ESC.CAPLLAN JOSE LUIS LOPEZ CARRASCO,CURICO,-71.235014,-34.980551,Zona Central
2732,LICEO FERNANDO LAZCANO,CURICO,-71.240837,-34.9856338,Zona Central
2733,LICEO LUIS CRUZ MARTINEZ DE CURICO,CURICO,-71.236956,-34.985918,Zona Central
2734,COLEGIO ALESSANDRI,CURICO,-71.2229303,-34.9753334,Zona Central
2735,ESCUELA PRESIDENTE J.M.BALMACEDA,CURICO,-71.2302065,-34.9731287,Zona Central
2736,ESCUELA PALESTINA,CURICO,-71.2426129,-34.9863785,Zona Central
2737,COLEGIO POLIVALENTE JAP�N,CURICO,-71.2487546,-34.9908401,Zona Central
2738,ESCUELA REPUBLICA DE BRASIL,CURICO,-71.2394661,-34.9786862,Zona Central
2740,ESCUELA GRECIA,CURICO,-71.2392046,-34.9948736,Zona Central
2741,ESCUELA ERNESTO CASTRO ARELLANO,CURICO,-71.239163,-34.97933,Zona Central
2742,ESC.REPUBLICA ORIENTAL DEL URUGUAY,CURICO,-71.252997,-34.976092,Zona Central
2744,ESCUELA ESPANA,CURICO,-71.2374941,-34.9876969,Zona Central
2745,ESCUELA CATALUNA,CURICO,-71.2365469,-34.9921103,Zona Central
2747,ESCUELA SAN ANTONIO,CURICO,-71.2313259,-34.9897792,Zona Central
2748,ESCUELA REPUBLICA ARGENTINA,CURICO,-71.2427611,-34.9968547,Zona Central
2749,ESCUELA AGUAS NEGRAS,CURICO,-71.207374,-34.976939,Zona Central
2750,ESCUELA MARIA INES RODRIGUEZ,CURICO,-71.2251541,-34.9746177,Zona Central
2751,CENTRO INTEGRADO DE EDUCACION DE ADULTOS DE CURICO,CURICO,-71.2442019,-34.9946892,Zona Central
2753,ESCUELA REPUBLICA ESTADOS UNIDOS,CURICO,-71.1703145,-35.0634429,Zona Central
2754,ESCUELA INTERNADO POTRERO GRANDE,CURICO,-71.1056437,-35.1809476,Zona Central
2755,ESCUELA MARIA OLGA FIGUEROA LEYTON,CURICO,-71.1966117,-34.9317161,Zona Central
2756,ESCUELA DIEGO PORTALES P.,CURICO,-71.25259,-34.97297,Zona Central
2758,COLEGIO MULTICULTURAL RAYEN MAPU,CURICO,-71.3406695,-34.9794157,Zona Central
2759,ESCUELA EL MAITENAL,CURICO,-71.2403437,-34.989426,Zona Central
2761,ESCUELA LA OBRA,CURICO,-71.2194843,-35.0232027,Zona Central
2762,ESCUELA EL PORVENIR,CURICO,-71.1898258,-35.0028507,Zona Central
2763,ESCUELA REPUBLICA DE ITALIA,CURICO,-71.2427611,-34.9968547,Zona Central
2764,ESCUELA ISLA DE MARCHANT,CURICO,-71.2634512,-34.9393249,Zona Central
2765,ESCUELA RAMON FREIRE,CURICO,-71.1239718,-34.9578507,Zona Central
2766,ESCUELA VICTOR VERGARA CAMPOS,CURICO,-71.1956907,-34.8986834,Zona Central
2767,ESCUELA LOS CRISTALES,CURICO,-71.1948548,-34.9797895,Zona Central
2768,ESCUELA JOSE D. MORALES DIAZ,CURICO,-71.0476297,-35.1318387,Zona Central
2771,ESCUELA PABLO NERUDA,CURICO,-71.112009,-35.0854027,Zona Central
2775,ESCUELA MONTE OSCURO,CURICO,-70.9606072,-35.1281526,Zona Central
2776,ESCUELA EL MAITEN,CURICO,-71.2232015,-35.0532034,Zona Central
2780,ESCUELA HOLANDA,CURICO,-71.2365797,-34.9184689,Zona Central
2782,COLEGIO SAN RAMON NONATO,CURICO,-71.241863,-34.9896903,Zona Central
2785,C.EDUC.MONS.MANUEL LARRAIN ERRAZURIZ.,CURICO,-71.228019,-34.9822164,Zona Central
2786,INSTITUTO SAN MARTIN,CURICO,-71.2382866,-34.9888463,Zona Central
2787,COLEGIO SANTO TOMAS DE CURICO,CURICO,-71.2399073,-34.9880681,Zona Central
2789,ALIANZA FRANCESA JEAN MERMOZ,CURICO,-71.2239307,-34.9848581,Zona Central
2790,COLEGIO VICHUQUEN,CURICO,-71.2185561,-34.9825126,Zona Central
2793,INSTITUTO POLITECNICO SUPERIOR JUAN TERRI,CURICO,-71.241027,-34.977509,Zona Central
2794,LICEO TENO,TENO,-71.1654512,-34.8695593,Zona Central
2795,ESCUELA TENO,TENO,-71.1654512,-34.8695593,Zona Central
2796,ESCUELA COMALLE,TENO,-71.2712845,-34.848872,Zona Central
2799,ESCUELA LA PURISIMA,TENO,-71.0858834,-34.8722021,Zona Central
2800,ESCUELA MORZA,TENO,-71.1664033,-34.8702993,Zona Central
2801,ESCUELA MONTERILLA,TENO,-71.0693112,-34.8224389,Zona Central
2802,ESCUELA SUSANA MONTES VELASCO,TENO,-71.1664033,-34.8702993,Zona Central
2803,ESCUELA LAS ARBOLEDAS,TENO,-71.1972961,-34.8619808,Zona Central
2804,ESC. MANUEL RODRIGUEZ ERDOIZA,TENO,-71.1654512,-34.8695593,Zona Central
2805,ESCUELA ALBORADA VENTANA DEL BAJO,TENO,-71.0745016,-34.9165984,Zona Central
2806,ESCUELA HUEMUL,TENO,-70.9538427,-34.8772917,Zona Central
2809,ESCUELA LAS LIRAS,TENO,-71.0296955,-34.8158758,Zona Central
2814,ESCUELA SAN RAFAEL,TENO,-71.1119834,-34.8477839,Zona Central
2816,ESCUELA PDTE CARLOS IBANEZ DEL CAMPO,TENO,-71.0679016,-34.8666616,Zona Central
2817,ESCUELA SAN CRISTOBAL,TENO,-71.1479259,-34.8822883,Zona Central
2819,ESCUELA TENIENTE CRUZ,TENO,-71.0858834,-34.8722021,Zona Central
2820,ESCUELA LOS ALISOS,TENO,-71.2585925,-34.9003509,Zona Central
2821,ESCUELA BASICA SAN SEBASTIAN,TENO,-71.2265397,-34.8639489,Zona Central
2822,ESCUELA ARTURO ALESSANDRI PALMA,ROMERAL,-71.124637,-34.9607863,Zona Central
2823,ESCUELA RAMON FREIRE,ROMERAL,-71.1239718,-34.9578507,Zona Central
2825,ESCUELA AMERICA LATINA,ROMERAL,-71.1723146,-34.9622335,Zona Central
2826,ESCUELA TRES ESQUINAS,ROMERAL,-71.0980563,-34.9628502,Zona Central
2827,ESCUELA GUAICO CENTRO,ROMERAL,-71.0474062,-34.9654323,Zona Central
2829,ESCUELA BASICA LUIS ESCOBAR LARA,ROMERAL,-70.8119887,-35.0001655,Zona Central
2830,ESCUELA CARLOS LAZCANO ALFONSO,ROMERAL,-71.0127666,-34.969202,Zona Central
2831,ESCUELA GERARDO RODRIGUEZ ORTUZAR,ROMERAL,-70.9837723,-34.9792148,Zona Central
2832,ESCUELA FRANCISCO DE PAULA SANTANDER,ROMERAL,-74.2046397,11.2416937,Norte Grande
2833,COLEGIO AGR�COLA NICOL�S MORENO VERGARA,ROMERAL,-71.1492352,-34.9647197,Zona Central
2835,LICEO POLIVALENTE DE MOLINA,MOLINA,-71.2790738,-35.1109802,Zona Central
2836,LICEO JUAN AGUSTIN MORALES GONZALEZ,MOLINA,-71.2760574,-35.0536875,Zona Central
2837,ESCUELA SUPERIOR DE HOMBRES,MOLINA,-100.146,25.7634359,Norte Grande
